ip,timestamp,method,endpoint,status_code,referer,user_agent,is_mobile,is_bot,is_error,is_post
188.226.164.216,22/Jan/2019:04:28:10 +0330,GET,/settings/logo,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:10 +0330,GET,/static/images/guarantees/goodShopping.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:10 +0330,GET,/static/images/guarantees/bestPrice.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:10 +0330,GET,/static/bundle-bundle_site_defer.min.js,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
66.249.66.194,22/Jan/2019:04:28:10 +0330,GET,/image/11929?name=sk600b.jpg&wh=50x50,200,-,Googlebot-Image/1.0,0,1,0,0
207.46.13.136,22/Jan/2019:04:28:10 +0330,GET,/filter/b1%2Cp1%2Cb132%2Cb148%2Cb893,200,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,1,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/image/5506/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/image/1/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/image/11640/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/image/33536/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/image/6213/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/image/11671/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/static/css/font/wyekan/font.woff,200,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/static/css/font_awesome/fonts/fontawesome-webfont.woff2?v=4.7.0,200,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
40.77.167.170,22/Jan/2019:04:28:11 +0330,GET,"/filter/b1,b145,b224,b268,b36,b404,p5506",200,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,1,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/image/5935/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/static/images/guarantees/pos.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/static/images/guarantees/fastDelivery.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/static/images/guarantees/support.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/static/images/guarantees/warranty.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:11 +0330,GET,/image/38/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/image/11893/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/image/51/productType/240x180,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/static/images/loading.gif,200,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/static/images/arrow-left.png,200,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/static/images/arrow-right.png,200,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/image/8727/specialSale,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/static/images/jcountdown/jcountdown_metal_black.png,200,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/static/images/zanbil-kharid.png,200,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/static/images/tracking-bg.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/static/images/search-category-arrow.png,200,https://znbl.ir/static/bundle-bundle_site_head.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/site/enamad,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/image/1218/mainSlide,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/image/1215/mainSlide,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
40.77.167.170,22/Jan/2019:04:28:12 +0330,GET,"/filter/b215,b5,b76",200,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,1,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/image/8712/specialSale,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/image/8739/specialSale,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:12 +0330,GET,/image/1195/article/100x100,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/site/alexaGooleAnalitic,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
66.249.66.91,22/Jan/2019:04:28:13 +0330,GET,/filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb217%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb454%2Cb147%2Cb258%2Cb883?page=4,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/image/1210/mainSlide,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/image/1194/article/100x100,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/image/1193/article/100x100,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/image/1191/article/100x100,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/static/images/third-party/footer.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/static/images/amp/instagram.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/static/images/amp/telegram.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:13 +0330,GET,/static/images/amp/blog.png,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:14 +0330,GET,/image/8727/specialSale?role=e1,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:14 +0330,GET,/image/8727/specialSale?role=e2,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:14 +0330,GET,/image/8727/specialSale?role=e3,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
66.249.66.91,22/Jan/2019:04:28:14 +0330,GET,/filter/b703%2Cb36%2Cb41%2Cb598%2Cb168%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb321%2Cb5%2Cb261%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb542%2Cb135%2Cb878%2Cb63%2Cb497%2Cb619%2Cb219%2Cb126%2Cb74%2Cb151%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb224%2Cb213%2Cb50%2Cb3%2Cb231%2Cb99%2Cb238%2Cb82%2Cb215%2Cb95%2Cb218%2Cb482%2Cb105?page=11,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
188.226.164.216,22/Jan/2019:04:28:14 +0330,GET,/static/images/favicon.ico,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
66.249.66.194,22/Jan/2019:04:28:14 +0330,GET,/m/article/1091/%D8%A2%D9%85%D9%BE%D9%84%DB%8C-%D9%81%D8%A7%DB%8C%D8%B1-%DA%86%DB%8C%D8%B3%D8%AA%D8%9F,200,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1,1,0,0
188.226.164.216,22/Jan/2019:04:28:15 +0330,GET,/manifest.json,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
66.249.66.194,22/Jan/2019:04:28:15 +0330,GET,/product/31671/61779/%D8%B3%DB%8C%D9%86%D9%85%D8%A7-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-HW-J7591,404,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,1,0
89.35.183.130,22/Jan/2019:04:28:15 +0330,GET,/image/34187?name=m12a-1.jpg&wh=200x200,200,-,Dalvik/2.1.0 (Linux; U; Android 8.0.0; HTC U Ultra Build/OPR1.170623.032),1,0,0,0
66.249.66.91,22/Jan/2019:04:28:15 +0330,GET,/filter/b703%2Cb36%2Cb41%2Cb598%2Cb103%2Cb614%2Cb88%2Cb19%2Cb321%2Cb5%2Cb261%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb219%2Cb126%2Cb74%2Cb151%2Cb441%2Cb568%2Cb647%2Cb185%2Cb224%2Cb213%2Cb50%2Cb3%2Cb231%2Cb99%2Cb238%2Cb82%2Cb215%2Cb95%2Cb218%2Cb482?page=13,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
40.77.167.170,22/Jan/2019:04:28:15 +0330,GET,"/filter/b1,b103,b105,b109,b111,b113,b126,b135,b144,b176,b186,b213,b221,b261,b291,b481,b52,b598,b615,b77,b83",200,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,1,0,0
5.113.130.133,22/Jan/2019:04:28:16 +0330,GET,/image/28283?name=parmis.jpg&wh=200x200,200,-,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G610F Build/MMB29K),1,0,0,0
5.113.130.133,22/Jan/2019:04:28:16 +0330,GET,/image/28249?name=600-2.jpg&wh=200x200,200,-,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G610F Build/MMB29K),1,0,0,0
66.249.66.91,22/Jan/2019:04:28:16 +0330,GET,/product/2234/5410/%D9%81%DA%A9%D8%B3-%DA%A9%D8%A7%D8%B1%D8%A8%D9%86%DB%8C-%D9%BE%D8%A7%D9%86%D8%A7%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-KX-FM388,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
172.20.2.174,22/Jan/2019:04:28:16 +0330,GET,/site/ping,200,-,-,0,0,0,0
188.226.164.216,22/Jan/2019:04:28:17 +0330,GET,/image/14464/productTypeMenu,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
66.249.66.91,22/Jan/2019:04:28:17 +0330,GET,/filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb216%2Cb217%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb454%2Cb147%2Cb258%2Cb883%2Cb202?page=4,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
40.77.167.170,22/Jan/2019:04:28:18 +0330,GET,/filter/b111%2Cb43%2Cb126%2Cb121%2Cb603,200,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,1,0,0
66.249.66.91,22/Jan/2019:04:28:18 +0330,GET,/filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb217%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb454%2Cb147%2Cb258%2Cb883?page=8,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
66.249.66.194,22/Jan/2019:04:28:18 +0330,GET,/m/article/618/%D8%AE%D9%88%D8%A7%D8%A8-%D8%B1%D9%81%D8%AA%D9%86%D8%8C%DA%AF%D8%B2%DA%AF%D8%B2%D8%8C%D8%B3%D9%88%D8%B2%D8%B4-%D9%88-%D8%A8%DB%8C-%D8%AD%D8%B3%DB%8C-%D9%BE%D8%A7%3A-%D8%B9%D9%84%D8%AA-%D9%88-%D8%AF%D8%B1%D9%85%D8%A7%D9%86-,200,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1,1,0,0
51.38.125.215,22/Jan/2019:04:28:18 +0330,GET,/image/11947?name=11947-1-fw.jpg&wh=200x200,200,-,Dalvik/2.1.0 (Linux; U; Android 6.0; ALE-L21 Build/HuaweiALE-L21),1,0,0,0
66.249.66.194,22/Jan/2019:04:28:19 +0330,GET,/filter/p29%2Cstexists%2C1052%7C575%20%D9%88%D8%A7%D8%AA?o=1052,302,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
188.226.164.216,22/Jan/2019:04:28:19 +0330,GET,/image/16827/productTypeMenu,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
66.249.66.194,22/Jan/2019:04:28:20 +0330,GET,"/m/filter/b20,p65",200,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1,1,0,0
66.249.66.194,22/Jan/2019:04:28:21 +0330,GET,/filter/b155%2Cb246%2Cb3%2Cb50%2Cb515%2Cb63%2Cb696%2Cb70%2Cb724%2Cb74%2Cb88,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
66.249.66.91,22/Jan/2019:04:28:21 +0330,GET,/filter/b656%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb435%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb216%2Cb217%2Cb152%2Cb99%2Cb192%2Cb213%2Cb136%2Cb218%2Cb648%2Cb454%2Cb258%2Cb151%2Cb22%2Cb203%2Cb543?page=3,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
34.247.132.53,22/Jan/2019:04:28:21 +0330,GET,/,200,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",0,0,0,0
91.99.72.15,22/Jan/2019:04:28:21 +0330,GET,/product/31794/61968/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86-QLED-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-75Q77F,200,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.3 Safari/534.53.10",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:21 +0330,GET,/image/8712/specialSale?role=e1,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:21 +0330,GET,/image/8712/specialSale?role=e2,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
188.226.164.216,22/Jan/2019:04:28:21 +0330,GET,/image/8712/specialSale?role=e3,200,https://www.zanbil.ir/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36",0,0,0,0
66.249.66.194,22/Jan/2019:04:28:21 +0330,GET,/filter/p29%2Cstexists%2C1052%7C575%20%D9%88%D8%A7%D8%AA,200,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),0,1,0,0
188.159.74.40,22/Jan/2019:04:28:22 +0330,GET,/image/32172?name=sg1-2222.jpg&wh=200x200,200,-,Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A700YD Build/LRX22G),1,0,0,0
91.99.72.15,22/Jan/2019:04:28:22 +0330,GET,/product/28971?model=58074,200,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.92 Safari/537.36",0,0,0,0
40.77.167.170,22/Jan/2019:04:28:23 +0330,GET,/filter/p6213%2Cb1,200,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,1,0,0
40.77.167.170,22/Jan/2019:04:28:23 +0330,GET,"/filter/b1,b103,b105,b109,b111,b113,b135,b144,b176,b186,b221,b249,b261,b291,b481,b52,b597,b598,b615,b77,b83",200,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),0,1,0,0
51.38.125.215,22/Jan/2019:04:28:23 +0330,GET,/image/11926?name=sm812aaa.jpg&wh=200x200,200,-,Dalvik/2.1.0 (Linux; U; Android 6.0; ALE-L21 Build/HuaweiALE-L21),1,0,0,0
